,selling_price,make,model,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
17631,2.65,Chevrolet,Sail 1.2 Base,10.0,Individual,50000,Petrol,Manual,18.2,1199.0,82.4,5.0
17632,3.2,Maruti,Swift ZXI ABS,15.0,Individual,100000,Petrol,Manual,16.1,1298.0,88.2,5.0
17633,3.5,Maruti,Swift Dzire LDI,11.0,Individual,120000,Diesel,Manual,23.4,1248.0,74.0,5.0
17634,3.0,Maruti,Alto 800 CNG LXI,6.0,Dealer,59000,CNG,Manual,33.44,796.0,40.3,4.0
17635,5.25,Skoda,Rapid 1.5 TDI Ambition Plus,10.0,Dealer,80000,Diesel,Manual,21.14,1498.0,103.6,5.0
17636,6.9,Maruti,Ciaz 1.4 Zeta,7.0,Dealer,450003,Petrol,Manual,20.73,1373.0,91.1,5.0
17637,1.0,Tata,Indica GLS BS IV,16.0,Individual,30000,Petrol,Manual,15.3,1193.0,65.3,5.0
17638,5.25,Volkswagen,Vento 1.5 TDI Highline,11.0,Dealer,100000,Diesel,Manual,20.34,1498.0,103.2,5.0
17639,4.25,Toyota,Corolla Altis GL,13.0,Dealer,65000,Petrol,Manual,14.53,1798.0,138.1,5.0
17640,7.75,Volkswagen,Polo 1.5 TDI Highline,6.0,Dealer,52000,Diesel,Manual,20.14,1498.0,88.8,5.0
17641,8.75,Maruti,Vitara Brezza VDi,5.0,Trustmark Dealer,12509,Diesel,Manual,24.3,1248.0,88.5,5.0
17642,19.51,Audi,Q3 2.0 TDI Quattro Premium Plus,10.0,Individual,79500,Diesel,Automatic,15.73,1968.0,174.33,5.0
17643,7.9,Maruti,S-Cross 2017-2020 Alpha DDiS 200 SH,7.0,Individual,35000,Diesel,Manual,25.1,1248.0,88.5,5.0
17644,14.5,Toyota,Innova 2.0 VX (Petrol) 7 Seater,8.0,Dealer,57000,Petrol,Manual,11.4,1998.0,130.1,7.0
17645,11.25,Toyota,Innova 2.5 ZX Diesel 7 Seater,9.0,Dealer,113000,Diesel,Manual,12.99,2494.0,100.6,7.0
17646,4.4,Maruti,Swift VDI,12.0,Dealer,112454,Diesel,Manual,22.9,1248.0,74.0,5.0
17647,4.45,Honda,City V MT,11.0,Dealer,47000,Petrol,Manual,16.8,1497.0,116.3,5.0
17648,7.5,Maruti,Ertiga ZDI,10.0,Dealer,42000,Diesel,Manual,20.77,1248.0,88.8,7.0
17649,2.6,Maruti,Alto K10 VXI,9.0,Individual,40000,Petrol,Manual,23.95,998.0,67.05,5.0
17650,7.25,Honda,Jazz V CVT,7.0,Dealer,41000,Petrol,Automatic,18.2,1199.0,88.7,5.0
17651,12.85,Mercedes-Benz,S-Class S 500 L,17.0,Dealer,100000,Petrol,Automatic,7.81,5461.0,362.9,5.0
17652,9.5,Maruti,Ciaz Alpha BSIV,5.0,Individual,8500,Petrol,Manual,21.56,1462.0,103.25,5.0
17653,11.75,Hyundai,Creta 1.6 CRDi AT SX Plus,8.0,Dealer,48000,Diesel,Automatic,17.01,1582.0,126.2,5.0
17654,5.9,Hyundai,Xcent 1.2 VTVT S,6.0,Individual,15000,Petrol,Manual,20.14,1197.0,81.86,5.0
17655,11.45,Honda,City VX CVT,7.0,Dealer,27880,Petrol,Automatic,18.4,1498.0,119.3,5.0
17656,5.45,Maruti,Wagon R VXI AMT,5.0,Dealer,8401,Petrol,Automatic,21.79,998.0,67.05,5.0
17657,8.0,Maruti,S-Cross 2017-2020 Sigma DDiS 200 SH,7.0,Individual,35000,Diesel,Manual,25.1,1248.0,88.5,5.0
17658,2.75,Maruti,Swift Vdi BSIII,15.0,Dealer,108000,Diesel,Manual,17.8,1248.0,75.0,5.0
17659,3.25,Hyundai,Verna Transform CRDi VGT ABS,13.0,Individual,48000,Diesel,Manual,16.2,1493.0,110.0,5.0
17660,6.25,Hyundai,i20 1.4 CRDi Asta,9.0,Dealer,98000,Diesel,Manual,23.0,1396.0,90.0,5.0
17661,8.0,Mahindra,Bolero Power Plus Special Edition,4.0,Individual,2000,Diesel,Manual,16.5,1493.0,62.0,7.0
17662,2.2,Hyundai,Santro Xing XO eRLX Euro II,19.0,Individual,15000,Petrol,Manual,17.0,1086.0,5.0,5.0
17663,6.49,Ford,Ecosport 2015-2021 1.5 Ti VCT AT Titanium BSIV,8.0,Dealer,41500,Petrol,Automatic,15.63,1499.0,110.4,5.0
17664,4.6,Ford,Figo Diesel Titanium,10.0,Dealer,42000,Diesel,Manual,20.0,1399.0,68.05,5.0
17665,3.4,Maruti,Swift Dzire VDi,13.0,Dealer,85000,Diesel,Manual,19.3,1248.0,73.9,5.0
17666,7.0,Maruti,Ertiga SHVS VDI,8.0,Individual,86000,Diesel,Manual,24.52,1248.0,88.5,7.0
17667,12.0,Renault,Captur 1.5 Diesel RXT,6.0,Individual,10000,Diesel,Manual,20.37,1461.0,108.45,5.0
17668,18.0,Volkswagen,Beetle 2.0,14.0,Dealer,30000,Petrol,Automatic,10.98,1984.0,114.4,4.0
17669,7.85,Ford,Ecosport 2015-2021 1.5 Ti VCT AT Titanium BSIV,9.0,Dealer,61087,Petrol,Automatic,15.63,1499.0,110.4,5.0
17670,4.5,Volkswagen,Vento Diesel Highline,12.0,Individual,120000,Diesel,Manual,20.54,1598.0,103.6,5.0
17671,7.0,Ford,Aspire Titanium Diesel BSIV,5.0,Individual,40000,Diesel,Manual,26.1,1498.0,99.23,5.0
17672,4.5,Skoda,Rapid 1.6 TDI Ambition,12.0,Individual,70000,Diesel,Manual,20.5,1598.0,103.5,5.0
17673,14.0,Audi,A4 35 TDI Premium Sport,12.0,Dealer,80000,Diesel,Automatic,17.11,1968.0,174.33,5.0
17674,8.95,Toyota,Corolla Altis G AT,10.0,Dealer,67000,Petrol,Automatic,14.28,1798.0,138.03,5.0
17675,9.5,Toyota,Yaris J CVT BSIV,6.0,Dealer,25017,Petrol,Automatic,17.8,1496.0,105.5,5.0
17676,2.65,Maruti,Alto K10 2010-2014 VXI,13.0,Dealer,68000,Petrol,Manual,20.92,998.0,67.1,5.0
17677,1.1,Honda,City 2017-2020 GXi,17.0,Dealer,65000,Petrol,Manual,17.7,1497.0,78.0,5.0
17678,6.5,Mercedes-Benz,C-Class C 200 CGI Elegance,13.0,Dealer,59000,Petrol,Automatic,11.74,1796.0,186.0,5.0
17679,5.95,Maruti,Baleno Delta 1.2,7.0,Dealer,9000,Petrol,Manual,21.4,1197.0,83.1,5.0
17680,4.35,Honda,Mobilio V i DTEC,10.0,Dealer,59107,Diesel,Manual,24.2,1498.0,98.6,7.0
17681,4.85,Hyundai,i20 1.2 Magna,8.0,Dealer,49515,Petrol,Manual,18.5,1197.0,80.0,5.0
17682,2.35,Hyundai,Santro Xing GL Plus,16.0,Dealer,52000,Petrol,Manual,17.92,1086.0,62.1,5.0
17683,2.75,Maruti,A Star AT VXI,13.0,Dealer,44804,Petrol,Automatic,16.98,998.0,66.1,5.0
17684,6.3,Honda,City i DTec SV,8.0,Individual,68000,Diesel,Manual,26.0,1498.0,98.6,5.0
17685,8.0,Toyota,Innova 2.5 G (Diesel) 7 Seater,10.0,Dealer,117306,Diesel,Manual,12.99,2494.0,100.6,7.0
17686,4.75,Tata,Tiago 1.2 Revotron XT,6.0,Dealer,31000,Petrol,Manual,23.84,1199.0,84.0,5.0
17687,7.25,Maruti,Baleno Zeta Diesel,7.0,Dealer,40000,Diesel,Manual,27.39,1248.0,74.0,5.0
17688,3.6,Maruti,Alto 800 CNG LXI,6.0,Dealer,30112,CNG,Manual,33.44,796.0,40.3,4.0
17689,6.0,Hyundai,i20 Active 1.4,9.0,Individual,18000,Diesel,Manual,21.19,1396.0,88.73,5.0
17690,6.3,Honda,Jazz 1.5 VX i DTEC,8.0,Dealer,44000,Diesel,Manual,27.3,1498.0,98.6,5.0
17691,4.75,Hyundai,Grand i10 Asta Option,9.0,Dealer,8700,Petrol,Manual,18.9,1197.0,82.0,5.0
17692,2.25,Renault,KWID RXT Optional,8.0,Dealer,47000,Petrol,Manual,25.17,799.0,53.3,5.0
17693,11.0,Toyota,Camry A/T,10.0,Dealer,100000,Petrol,Automatic,12.1,2362.0,164.7,5.0
17694,4.49,Skoda,Superb Elegance 1.8 TSI AT,14.0,Dealer,59000,Petrol,Automatic,13.7,1798.0,157.75,5.0
17695,6.45,Maruti,Swift Dzire VXI 1.2 BS IV,5.0,Dealer,11000,Petrol,Manual,22.0,1197.0,81.8,5.0
17696,10.9,Ford,Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,5.0,Dealer,36520,Diesel,Manual,22.77,1498.0,98.59,5.0
17697,5.5,Maruti,Swift Dzire VDI,11.0,Individual,90000,Diesel,Manual,23.4,1248.0,74.0,5.0
17698,9.6,Mahindra,XUV500 W10 AWD,8.0,Individual,67000,Diesel,Manual,16.0,2179.0,140.0,7.0
17699,2.75,Chevrolet,Beat LS,14.0,Dealer,67000,Petrol,Manual,18.6,1199.0,79.4,5.0
17700,8.75,Hyundai,Creta 1.6 CRDi SX Option,8.0,Individual,56000,Diesel,Manual,19.67,1582.0,126.2,5.0
17701,5.85,Maruti,Ertiga VDI,11.0,Dealer,94000,Diesel,Manual,20.77,1248.0,88.76,7.0
17702,6.75,Honda,City i VTEC CVT SV,10.0,Dealer,43000,Petrol,Automatic,18.0,1497.0,117.3,5.0
17703,14.95,Toyota,Corolla Altis 1.8 VL AT,8.0,Dealer,39547,Petrol,Automatic,14.53,1794.0,138.1,5.0
17704,21.5,Toyota,Innova Crysta 2016-2020 2.4 VX MT BSIV,6.0,Individual,36000,Diesel,Manual,13.68,2393.0,147.8,7.0
17705,6.25,Maruti,Ignis 1.2 AMT Delta BSIV,5.0,Dealer,7500,Petrol,Automatic,20.89,1197.0,81.8,5.0
17706,6.9,Hyundai,i20 1.2 Spotz,6.0,Dealer,32000,Petrol,Manual,18.6,1197.0,81.83,5.0
17707,6.0,Skoda,Rapid 1.5 TDI Elegance Plus Black Package,8.0,Individual,22500,Diesel,Manual,21.14,1498.0,103.52,5.0
17708,5.6,Maruti,Ciaz VDI SHVS,8.0,Dealer,72000,Diesel,Manual,28.09,1248.0,88.5,5.0
17709,6.25,Maruti,Baleno Zeta 1.3,7.0,Individual,50000,Diesel,Manual,27.39,1248.0,74.0,5.0
17710,7.0,Volkswagen,Polo 2015-2019 GT TSI,7.0,Individual,70000,Petrol,Automatic,17.21,1197.0,103.5,5.0
17711,3.95,Volkswagen,Polo Petrol Highline 1.2L,14.0,Dealer,50000,Petrol,Manual,16.47,1198.0,73.9,5.0
17712,3.05,Hyundai,EON D Lite Plus Option,12.0,Dealer,10000,Petrol,Manual,21.1,814.0,55.2,5.0
17713,7.0,Maruti,Swift Dzire AMT VDI,6.0,Individual,40000,Diesel,Automatic,28.4,1248.0,74.02,5.0
17714,8.5,Toyota,Innova 2.5 GX (Diesel) 8 Seater BS IV,11.0,Dealer,139000,Diesel,Manual,12.99,2494.0,100.0,8.0
17715,7.0,Hyundai,i20 Active 1.2 SX,8.0,Individual,60000,Petrol,Manual,17.19,1197.0,81.86,5.0
17716,18.35,Toyota,Innova Crysta 2016-2020 2.4 GX AT,5.0,Dealer,20000,Diesel,Automatic,13.68,2393.0,147.51,7.0
17717,2.76,Maruti,Wagon R VXI,12.0,Dealer,65000,Petrol,Manual,18.9,998.0,67.1,5.0
17718,18.75,Toyota,Fortuner 4x2 AT,9.0,Dealer,59000,Diesel,Automatic,12.55,2982.0,168.5,7.0
17719,1.84,Tata,Nano Twist XT,10.0,Dealer,1452,Petrol,Manual,25.4,624.0,37.5,4.0
17720,8.0,Maruti,Ciaz 1.3 Delta,6.0,Individual,90000,Diesel,Manual,28.09,1248.0,88.5,5.0
17721,26.0,Volvo,V40 D3 R Design,6.0,Dealer,21000,Diesel,Automatic,16.8,1969.0,150.0,5.0
17722,3.16,Maruti,Celerio LXI Optional MT BSIV,6.0,Individual,15000,Petrol,Manual,23.1,998.0,67.04,5.0
17723,7.6,Maruti,Swift Dzire AMT ZXI,6.0,Individual,10000,Petrol,Automatic,21.21,1197.0,81.8,5.0
17724,2.99,Renault,KWID RXT,8.0,Individual,15000,Petrol,Manual,25.17,799.0,53.3,5.0
17725,4.4,Hyundai,Grand i10 AT Asta,10.0,Dealer,55738,Petrol,Automatic,18.9,1197.0,82.0,5.0
17726,6.6,Hyundai,i20 Magna,4.0,Individual,15000,Petrol,Manual,20.35,1197.0,81.86,5.0
17727,1.3,Honda,City 2017-2020 GXi,16.0,Individual,120000,Petrol,Manual,17.7,1497.0,78.0,5.0
17728,21.0,Honda,Civic ZX BSIV,5.0,Dealer,16502,Petrol,Automatic,16.5,1799.0,139.46,5.0
17729,2.5,Maruti,Swift Dzire ZDi,15.0,Individual,170000,Diesel,Manual,19.3,1248.0,73.9,5.0
17730,3.6,Renault,KWID RXT,8.0,Individual,26500,Petrol,Manual,25.17,799.0,53.3,5.0
17731,3.9,Nissan,Sunny Diesel XL,12.0,Dealer,78917,Diesel,Manual,21.64,1461.0,84.8,5.0
17732,4.75,Honda,City i DTEC SV,10.0,Dealer,68000,Diesel,Manual,26.0,1498.0,98.6,5.0
17733,4.62,Maruti,Swift VXI,9.0,Dealer,36967,Petrol,Manual,21.21,1197.0,81.8,5.0
17734,7.0,Mahindra,TUV 300 T6 Plus,7.0,Individual,50000,Diesel,Manual,18.49,1493.0,100.0,7.0
17735,5.55,Honda,City V MT,9.0,Dealer,24541,Petrol,Manual,16.8,1497.0,116.3,5.0
17736,5.0,Hyundai,i20 Sportz 1.4 CRDi,10.0,Dealer,69500,Diesel,Manual,21.9,1396.0,88.76,5.0
17737,4.5,Tata,Zest Quadrajet 1.3 75PS XMS,7.0,Individual,177608,Diesel,Manual,22.95,1248.0,74.0,5.0
17738,6.9,Toyota,Innova 2.5 G (Diesel) 7 Seater,10.0,Individual,200000,Diesel,Manual,12.99,2494.0,100.6,7.0
17739,8.5,Volkswagen,Vento 1.2 TSI Highline Plus AT,7.0,Dealer,37959,Petrol,Automatic,18.19,1197.0,103.2,5.0
17740,33.5,Mercedes-Benz,C-Class C 220d Avantgarde Edition C,7.0,Dealer,17000,Diesel,Automatic,19.27,2143.0,167.62,5.0
17741,4.25,Ford,Ecosport 1.5 DV5 MT Trend,11.0,Dealer,60000,Diesel,Manual,22.7,1498.0,89.84,5.0
17742,21.95,BMW,X3 xDrive20d,10.0,Dealer,66000,Diesel,Automatic,16.09,1995.0,184.0,5.0
17743,8.5,Mahindra,XUV500 W6 2WD,10.0,Individual,137000,Diesel,Manual,15.1,2179.0,140.0,7.0
17744,8.0,Maruti,Vitara Brezza VDi,7.0,Dealer,68000,Diesel,Manual,24.3,1248.0,88.5,5.0
17745,5.75,Maruti,Swift Dzire VDI,9.0,Individual,80000,Diesel,Manual,26.59,1248.0,74.0,5.0
17746,6.85,Maruti,Swift Dzire ZDI,9.0,Dealer,69000,Diesel,Manual,26.59,1248.0,74.0,5.0
17747,21.45,BMW,3 Series 320d Luxury Line,10.0,Dealer,69000,Diesel,Automatic,18.88,1995.0,184.0,5.0
17748,10.0,Hyundai,Creta 1.6 CRDi SX,8.0,Individual,50000,Diesel,Manual,19.67,1582.0,126.2,5.0
17749,17.85,Hyundai,Tucson 2.0 Dual VTVT 2WD AT GLS,6.0,Dealer,19500,Petrol,Automatic,12.95,1999.0,152.88,5.0
17750,6.5,Volkswagen,Polo GT TSI,9.0,Dealer,64000,Petrol,Automatic,17.21,1197.0,103.6,5.0
17751,6.5,Hyundai,i20 2015-2017 Era 1.4 CRDi,7.0,Individual,120000,Diesel,Manual,22.54,1396.0,88.73,5.0
17752,6.0,Volkswagen,Polo 1.2 MPI Comfortline,9.0,Individual,50000,Petrol,Manual,16.2,1199.0,74.0,5.0
17753,14.25,Hyundai,Santa Fe 2WD AT,10.0,Dealer,54000,Diesel,Automatic,13.01,2199.0,194.3,7.0
17754,3.68,Toyota,Etios Liva G,9.0,Dealer,39753,Petrol,Manual,18.3,1197.0,5.0,5.0
17755,6.49,Hyundai,Verna 1.6 SX VTVT (O),9.0,Dealer,57000,Petrol,Manual,17.1,1591.0,121.3,5.0
17756,7.8,Maruti,Ciaz 1.3 Delta,7.0,Individual,25000,Diesel,Manual,28.09,1248.0,88.5,5.0
17757,4.5,Maruti,Swift Dzire VXI,9.0,Individual,20000,Petrol,Manual,20.85,1197.0,83.14,5.0
17758,8.5,Maruti,Ciaz Alpha Diesel,6.0,Individual,90000,Diesel,Manual,28.09,1248.0,88.5,5.0
17759,11.95,BMW,X1 sDrive20d,12.0,Dealer,91000,Diesel,Automatic,17.05,1995.0,184.0,5.0
17760,4.7,Honda,Amaze S i-Dtech,11.0,Dealer,48000,Diesel,Manual,25.8,1498.0,98.6,5.0
17761,2.6,Maruti,Alto K10 LXI,9.0,Individual,35000,Petrol,Manual,23.95,998.0,67.05,5.0
17762,3.5,Nissan,Sunny Diesel XL,12.0,Individual,200000,Diesel,Manual,21.64,1461.0,84.8,5.0
17763,3.45,Renault,KWID RXT Optional,7.0,Dealer,26233,Petrol,Manual,25.17,799.0,53.3,5.0
17764,4.2,Maruti,Eeco 5 Seater AC BSIV,5.0,Individual,13500,Petrol,Manual,15.37,1196.0,73.0,5.0
17765,9.4,Maruti,Ertiga ZXI Plus Petrol,5.0,Individual,10000,Petrol,Manual,19.34,1462.0,103.0,7.0
17766,6.55,Honda,Jazz 1.2 V i VTEC,6.0,Dealer,19000,Petrol,Manual,18.7,1199.0,88.7,5.0
17767,10.75,Hyundai,Creta 1.6 VTVT AT SX Plus,8.0,Dealer,22000,Petrol,Automatic,13.0,1591.0,121.3,5.0
17768,8.1,Maruti,Vitara Brezza ZDi Plus,7.0,Dealer,35000,Diesel,Manual,24.3,1248.0,88.5,5.0
17769,4.5,Hyundai,Verna 1.6 SX VTVT (O),11.0,Dealer,78125,Petrol,Manual,17.1,1591.0,121.3,5.0
17770,5.6,Skoda,Rapid 1.5 TDI AT Elegance,10.0,Dealer,57118,Diesel,Automatic,21.66,1498.0,103.52,5.0
17771,9.25,Maruti,Ertiga SHVS VDI,7.0,Dealer,19000,Diesel,Manual,24.52,1248.0,88.5,7.0
17772,2.48,Skoda,Rapid 1.6 TDI Ambition,12.0,Dealer,65000,Diesel,Manual,20.5,1598.0,103.5,5.0
17773,5.82,Hyundai,Grand i10 1.2 Kappa Asta,6.0,Individual,42000,Petrol,Manual,18.9,1197.0,81.86,5.0
17774,4.4,Maruti,Swift Dzire VXI,9.0,Individual,52000,Petrol,Manual,20.85,1197.0,83.14,5.0
17775,4.5,Hyundai,Verna Transform SX VGT CRDi,13.0,Dealer,78333,Diesel,Manual,16.2,1493.0,110.0,5.0
17776,28.0,Toyota,Fortuner 2016-2021 2.8 2WD MT BSIV,7.0,Individual,70000,Diesel,Manual,14.24,2755.0,174.5,7.0
17777,4.35,Maruti,Celerio Green VXI,9.0,Dealer,43000,CNG,Manual,31.79,998.0,58.2,5.0
17778,12.75,Toyota,Corolla Altis 1.8 VL AT,8.0,Dealer,67000,Petrol,Automatic,14.53,1794.0,138.1,5.0
17779,2.6,Mahindra,Bolero DI,14.0,Individual,35000,Diesel,Manual,13.6,2523.0,63.0,7.0
17780,3.5,Tata,Zest Revotron 1.2T XMS,10.0,Individual,28600,Petrol,Manual,17.57,1193.0,88.7,5.0
17781,27.0,BMW,3 Series GT Sport,8.0,Dealer,49000,Diesel,Automatic,21.76,1995.0,188.0,5.0
17782,16.5,Mercedes-Benz,E-Class E 200 CGI Avantgarde,10.0,Dealer,62000,Petrol,Manual,12.3,1796.0,185.0,5.0
17783,4.75,Volkswagen,Polo 1.5 TDI Comfortline,8.0,Dealer,25000,Diesel,Manual,20.14,1498.0,88.0,5.0
17784,9.8,Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV,11.0,Dealer,127000,Diesel,Manual,12.99,2494.0,100.0,7.0
17785,5.76,Hyundai,i20 2015-2017 Sportz 1.2,7.0,Dealer,28056,Petrol,Manual,18.6,1197.0,81.83,5.0
17786,5.35,Volkswagen,Polo 2015-2019 1.2 MPI Highline,8.0,Dealer,43439,Petrol,Manual,16.2,1199.0,74.0,5.0
17787,2.4,Tata,Indica eLX,7.0,Individual,90000,Diesel,Manual,25.0,1396.0,69.0,5.0
17788,6.75,Maruti,Swift AMT ZDI,7.0,Dealer,59844,Diesel,Automatic,28.4,1248.0,74.0,5.0
17789,3.0,Maruti,Alto K10 VXI,8.0,Individual,30000,Petrol,Manual,23.95,998.0,67.05,5.0
17790,9.5,Maruti,Vitara Brezza ZDi Plus,6.0,Individual,20000,Diesel,Manual,24.3,1248.0,88.5,5.0
17791,3.9,Maruti,Swift VXi BSIV,11.0,Dealer,53000,Petrol,Manual,16.1,1197.0,85.0,5.0
17792,2.35,Honda,Civic 1.8 V MT,16.0,Individual,90000,Petrol,Manual,13.5,1799.0,130.0,5.0
17793,2.5,Tata,Manza Aqua Safire,13.0,Individual,40000,Petrol,Manual,15.0,1368.0,90.0,5.0
17794,3.35,Nissan,Sunny XL,11.0,Dealer,60000,Petrol,Manual,16.95,1498.0,97.7,5.0
17795,24.0,Mercedes-Benz,E-Class E250 CDI Avantgarde,9.0,Dealer,50000,Diesel,Automatic,14.21,2143.0,203.0,5.0
17796,5.99,Mahindra,XUV500 W8 2WD,12.0,Dealer,74000,Diesel,Manual,16.0,2179.0,140.0,7.0
17797,2.5,Maruti,Wagon R LX,14.0,Dealer,55000,Petrol,Manual,18.9,998.0,67.1,5.0
17798,2.5,Maruti,SX4 Vxi BSIV,15.0,Individual,120000,Petrol,Manual,15.5,1586.0,103.3,5.0
17799,1.0,Maruti,Alto LX BSIII,16.0,Individual,40000,Petrol,Manual,19.7,796.0,46.3,5.0
17800,2.9,Renault,KWID RXT,7.0,Dealer,13000,Petrol,Manual,25.17,799.0,53.3,5.0
17801,2.3,Maruti,Alto K10 2010-2014 VXI,11.0,Individual,40000,Petrol,Manual,20.92,998.0,67.1,5.0
17802,1.75,Tata,Indica GLS,11.0,Individual,50000,Petrol,Manual,15.3,1193.0,65.3,5.0
17803,7.5,Mahindra,Bolero 2011-2019 LX 4WD NON AC BSIV,6.0,Individual,30000,Diesel,Manual,15.96,2523.0,63.0,9.0
17804,4.99,Tata,Tiago 1.2 Revotron XZ,7.0,Dealer,31805,Petrol,Manual,23.84,1199.0,84.0,5.0
17805,3.6,Maruti,Alto K10 VXI,6.0,Trustmark Dealer,32875,Petrol,Manual,23.95,998.0,67.05,5.0
17806,1.25,Maruti,Omni BSIII 8-STR W/ IMMOBILISER,16.0,Individual,38000,Petrol,Manual,19.7,1476.3274007038713,8.0,5.0
17807,5.5,Hyundai,Verna 1.6 SX VTVT (O),11.0,Dealer,74832,Petrol,Manual,17.1,1591.0,121.3,5.0
17808,7.25,Ford,Ecosport 2015-2021 1.5 Petrol Titanium,7.0,Dealer,26000,Petrol,Manual,15.9,1496.0,120.69,5.0
17809,1.15,Maruti,Alto LXi,15.0,Individual,90000,Petrol,Manual,19.7,796.0,46.3,5.0
17810,9.6,Maruti,Ertiga SHVS ZDI Plus,6.0,Dealer,76000,Diesel,Manual,24.52,1248.0,88.5,7.0
17811,1.25,Hyundai,i10 Magna,16.0,Dealer,57390,Petrol,Manual,20.36,1197.0,78.9,5.0
17812,6.0,Toyota,Etios Cross 1.4L VD,9.0,Individual,83000,Diesel,Manual,23.59,1364.0,67.06,5.0
17813,6.35,Honda,Jazz 1.2 VX i VTEC,6.0,Dealer,24265,Petrol,Manual,18.7,1199.0,88.7,5.0
17814,2.1,Maruti,Alto K10 LXI,14.0,Dealer,9100,Petrol,Manual,23.95,998.0,67.05,5.0
17815,2.5,Chevrolet,Sail 1.2 LS,11.0,Dealer,75000,Petrol,Manual,18.2,1199.0,82.4,5.0
17816,2.5,Hyundai,EON Era Plus,8.0,Individual,40000,Petrol,Manual,21.1,814.0,55.2,5.0
17817,25.9,Mercedes-Benz,M-Class ML 250 CDI,9.0,Dealer,79000,Diesel,Automatic,15.26,2143.0,203.2,5.0
17818,17.8,Skoda,Octavia 1.8 TSI AT Style Plus,7.0,Dealer,38981,Petrol,Automatic,15.1,1798.0,177.0,5.0
17819,6.9,Volkswagen,Polo GT TSI,9.0,Dealer,30171,Petrol,Automatic,17.21,1197.0,103.6,5.0
17820,7.0,Maruti,Swift Dzire ZDI,9.0,Individual,122000,Diesel,Manual,26.59,1248.0,74.0,5.0
17821,3.5,Hyundai,i10 Magna 1.1L,12.0,Individual,40000,Petrol,Manual,19.81,1086.0,68.05,5.0
17822,5.8,Maruti,Swift Dzire VDI,8.0,Dealer,101000,Diesel,Manual,23.4,1248.0,74.0,5.0
17823,2.25,Chevrolet,Spark 1.0 LT,12.0,Dealer,50000,Petrol,Manual,18.0,995.0,62.0,5.0
17824,9.5,Maruti,Vitara Brezza ZDi Plus Dual Tone,8.0,Individual,50000,Diesel,Manual,24.3,1248.0,88.5,5.0
17825,5.5,Maruti,Swift Dzire AMT VXI,7.0,Dealer,46000,Petrol,Automatic,21.21,1197.0,81.8,5.0
17826,5.7,Maruti,Swift Dzire VDI,8.0,Individual,35000,Diesel,Manual,26.59,1248.0,74.0,5.0
17827,21.9,Skoda,Octavia 1.8 TSI AT Style,6.0,Dealer,16985,Petrol,Automatic,15.1,1798.0,178.0,5.0
17828,5.5,Hyundai,Verna 1.6 SX VTVT (O),11.0,Individual,50000,Petrol,Manual,17.1,1591.0,121.3,5.0
17829,3.1,Maruti,Alto K10 VXI,7.0,Individual,40000,Petrol,Manual,23.95,998.0,67.05,5.0
17830,2.25,Maruti,Zen Estilo LXI BS IV,14.0,Dealer,50225,Petrol,Manual,19.0,998.0,67.1,5.0
17831,4.2,Hyundai,Santro Era,5.0,Individual,20000,Petrol,Manual,20.3,1086.0,68.0,5.0
17832,12.69,Mahindra,Scorpio S10 8 Seater,7.0,Dealer,68000,Diesel,Manual,15.4,2179.0,120.0,8.0
17833,6.25,Volkswagen,Vento 1.5 TDI Highline AT,9.0,Dealer,72504,Diesel,Automatic,21.21,1498.0,103.2,5.0
17834,2.98,Maruti,Celerio VXI AT,10.0,Individual,25000,Petrol,Automatic,23.1,998.0,67.04,5.0
17835,1.4,Tata,Indica eLS,13.0,Dealer,108000,Diesel,Manual,25.0,1396.0,69.0,5.0
17836,4.5,Volkswagen,Polo 1.2 MPI Comfortline,10.0,Dealer,25000,Petrol,Manual,16.47,1198.0,74.0,5.0
17837,6.25,Renault,Duster 110PS Diesel RxL,11.0,Dealer,47163,Diesel,Manual,19.01,1461.0,108.45,5.0
17838,1.1,Maruti,Alto LXi,16.0,Individual,50000,Petrol,Manual,19.7,796.0,46.3,5.0
17839,6.3,Maruti,Swift VDI BSIV,7.0,Individual,80000,Diesel,Manual,25.2,1248.0,74.0,5.0
17840,5.15,Mahindra,Bolero Power Plus SLE,7.0,Dealer,68000,Diesel,Manual,16.5,1493.0,70.0,7.0
17841,11.25,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone,4.0,Dealer,16000,Diesel,Automatic,24.3,1248.0,88.5,5.0
17842,7.99,Honda,WR-V i-VTEC VX,5.0,Dealer,23500,Petrol,Manual,17.5,1199.0,88.7,5.0
17843,5.25,Mahindra,Scorpio 2009-2014 SLE 7S BSIV,15.0,Dealer,80000,Diesel,Manual,12.05,2179.0,120.0,7.0
17844,6.0,Hyundai,i20 1.4 Sportz,7.0,Individual,54000,Diesel,Manual,22.54,1396.0,88.73,5.0
17845,5.75,Volkswagen,Polo 1.5 TDI Highline,9.0,Dealer,54000,Diesel,Manual,20.14,1498.0,88.8,5.0
17846,3.5,Honda,City 1.5 V MT Exclusive,13.0,Dealer,39000,Petrol,Manual,17.0,1497.0,118.0,5.0
17847,3.45,Maruti,Ritz VDi,10.0,Dealer,54000,Diesel,Manual,21.1,1248.0,73.9,5.0
